gene,log2fc,pval,padj
ROBO2,0.6255504955901041,4.21323420596309e-10,1.8988203919434454e-05
TNRC6B,0.2553578181342009,4.3211212386040643e-10,1.9474429198140797e-05
CACNG2,0.6897117832273372,5.158002913674409e-10,2.3246087531347825e-05
THRA,0.33884399816779553,6.634923721549058e-10,2.9902274228277292e-05
RPS4X,-0.15831839685385507,7.086086189438642e-10,3.193557323856207e-05
ATXN1,0.6024167688654527,7.423557324415242e-10,3.345648814967461e-05
RPS24,-0.21063403153277704,7.629550169008418e-10,3.438485670168714e-05
RIMS1,0.6075044812061323,8.165657039427288e-10,3.68009831452909e-05
ERBB4,0.9679935294561466,8.6638007879003e-10,3.904601739090907e-05
PTN,-0.4099615345345011,8.771281369580174e-10,3.9530410876423924e-05
MT-ND4L,0.2599793022446617,1.0568987907078053e-09,4.763231469961937e-05
HECTD2,0.6046164390710767,1.106211122703371e-09,4.985472287799553e-05
SARAF,0.2220638586833208,1.1332785820883373e-09,5.1074599137557186e-05
UNC13A,0.7701059347233192,1.2253875691925487e-09,5.522576696836978e-05
SBK1,0.2981099220109738,1.2632039858573307e-09,5.693007723461818e-05
COX7A2,0.1916217859977314,1.3429541922960198e-09,6.052425953839702e-05
RPL13A,-0.1922341176875788,1.4619505967655061e-09,6.588718949502782e-05
MALAT1,0.14160453114792126,1.507242997078606e-09,6.792842739233862e-05
VIM,-0.4806799748473396,1.5283943939748827e-09,6.888167854766002e-05
SMARCD3,0.42585929192305405,1.5373287087783183e-09,6.928433024722125e-05
CDKN2D,0.2927544042028537,1.5640637673897118e-09,7.048922586871953e-05
GNAL,0.5417848295490649,1.564427254407974e-09,7.050560750165857e-05
GRIP2,0.712587071609069,1.620666711943386e-09,7.304020737386452e-05
CAMSAP2,0.4009741951714349,1.892621837029651e-09,8.529668095125231e-05
HNRNPA1,-0.25449634813555466,1.933125299710858e-09,8.712209100736894e-05
SRSF3,-0.35069938252084953,1.983320540871436e-09,8.938429013599388e-05
TRIB2,0.525670166829397,1.9905466164260588e-09,8.970995490908962e-05
PACS1,0.4754062653340938,2.015158706569764e-09,9.081917258768613e-05
BTBD8,0.4474797526838396,2.0984611825980437e-09,9.457344857732863e-05
TERF2IP,0.20844884232629113,2.112691355193874e-09,9.521477399587752e-05
RPLP1,-0.2083107481523978,2.1311415744084735e-09,9.604628847544108e-05
RAN,-0.2758604943016858,2.1361619569397624e-09,9.627254707536121e-05
GSTP1,-0.2727646734687923,2.205542308775866e-09,9.939938077191073e-05
YPEL1,0.4525416403760183,2.2098436414097478e-09,9.959323323105451e-05
ZFP36L1,-0.7424409001492388,2.4197770720028707e-09,0.00010905451308102538
NECTIN1,0.6399871761123723,2.7013002945608378e-09,0.00012174220167526784
EMX1,-1.4122982625936387,2.7629175161828083e-09,0.0001245191666193268
RPS16,-0.21713904731286426,2.8263606955491057e-09,0.00012737842382700709
NRP2,0.41420649100793244,2.8382716177333123e-09,0.00012791522526800492
RPL24,-0.15539990449465346,2.848314927620122e-09,0.00012836785715798364
ATP6V0A1,0.4185708706115886,3.1000380040779874e-09,0.00013971251276778673
ARL4C,0.2837701515312284,3.4488198963344985e-09,0.00015543141508800318
GAP43,0.1936647057460834,3.4967422291032335e-09,0.00015759117878122453
ATP6AP2,0.2721510719770506,3.742753218460848e-09,0.0001686784020495935
VSTM2A,0.7920070801842525,3.849556007295973e-09,0.00017349179013681493
TMEM178B,0.4957690804951139,3.878135146351269e-09,0.000174779794775759
RAB3IP,0.5715561171824746,3.880079813001203e-09,0.0001748674370123382
CD99,-0.8328096357182712,4.541988229857744e-09,0.0002046983255432288
NEUROG2,-0.9029853471273215,4.5669234018230374e-09,0.00020582210387336066
PARP2,0.4788114532480994,4.62734317530078e-09,0.00020854510222445555
RPS14,-0.18566085856093384,5.2905947692841426e-09,0.00023843652506209774
RPL18A,-0.19710525267847334,5.315237840619206e-09,0.00023954713900102638
ZC3H6,0.43562465848020737,5.4626518863898355e-09,0.0002461907952158171
MEST,0.4172265178397248,5.655210078003847e-09,0.0002548690077954774
RXRG,0.8983683262278541,6.342846470275276e-09,0.00028585940472236615
CSRNP3,0.3571648708059813,6.613050107517893e-09,0.0002980369422456164
PRKAR2B,0.3481440068494228,6.633294358238118e-09,0.0002989493101370755
PHF6,0.2466905543117699,7.202960894403532e-09,0.00032462304158897837
GNPTAB,0.5204672401816135,7.245569699776411e-09,0.0003265433352295233
ELMOD1,0.8440785199081997,7.947462243862446e-09,0.00035817622840639274
NGEF,1.073401644849843,8.083823166415982e-09,0.0003643217424640355
RPS19,-0.23751109067469844,8.384382577947852e-09,0.0003778673540229538
NAP1L2,0.7062497158274978,8.432559095439274e-09,0.0003800385733132572
SHTN1,0.2906832085444204,8.47481973487163e-09,0.00038194317581119464
DPYSL2,0.20389486323706074,8.499722481403182e-09,0.0003830654927918786
RAB13,-0.8852388960771302,8.790175246189086e-09,0.00039615561799524973
TENM1,0.5105750115055849,8.885026048233158e-09,0.00040043035394177195
C11orf96,0.3991281951382516,9.273751322425028e-09,0.00041794942459905116
UNC5D,0.8704497817328951,9.696716096740943e-09,0.0004370116010479208
NPM1,-0.2388994477793278,9.856627746806535e-09,0.0004442184992930769
GAPDH,-0.2876788430490089,1.1303556671324226e-08,0.0005094286920632402
HS6ST2,0.4801732950668506,1.1462071514145578e-08,0.0005165726389995129
ZC2HC1A,0.36169889583691245,1.2333232879413458e-08,0.0005558341394094057
CRMP1,0.22685412494639645,1.2342936228648682e-08,0.0005562714499527388
PPP1R9A,0.47497622797168526,1.3179533242535513e-08,0.0005939752041745905
MTSS1,0.3803888826604447,1.5290080312979626e-08,0.0006890933395453658
RIC3,0.3713886286183017,1.651686121206808e-08,0.0007443819011054842
DLG2,0.4907844332901168,1.731861254405942e-08,0.0007805152301356699
PREPL,0.36155052421421935,1.775352598265556e-08,0.0008001159089863208
CLVS2,0.48649915335372196,1.8584966898771427e-08,0.0008375872881938307
RPL14,-0.16204516343890418,1.8774859500722067e-08,0.0008461453679785421
SEPT3,0.3091326445086955,2.090610196070486e-08,0.0009421962031650466
SOX3,-0.6887690996654147,2.2184376664776037e-08,0.0009998054875281265
RTN3,0.2022460120368823,2.3613772714980996e-08,0.0010642255087187635
APC,0.2948950286767573,2.3740593269039323e-08,0.0010699410574490642
PSME1,-0.627559756454523,2.650119765349082e-08,0.0011943559758475243
SOX5,-0.8477581682910423,2.695406700670827e-08,0.0012147658918583283
SCG3,0.28371442241137157,2.9036346438360283e-08,0.0013086100612840212
BEX5,0.8469773068780786,2.9127114054006142e-08,0.0013127007761859488
PTBP2,0.4171390255706038,3.04922698202148e-08,0.0013742256162574407
TAOK3,0.31580715056409514,3.1494865160297536e-08,0.0014194105830442894
RBFOX3,0.5172229206804544,3.1959554780414123e-08,0.0014403532148437037
NME4,-0.5097110759268126,3.2750965063887485e-08,0.0014760204934992811
SCG5,0.3142132104977272,3.323147712563923e-08,0.0014976762110983088
AMER2,0.40742439615864984,3.576661300463968e-08,0.001611929714893101
GNG2,0.2968691979421415,3.625246547400707e-08,0.0016338261139825505
APP,0.297127076143868,3.745598253779292e-08,0.0016880662210132513
ADCY1,0.6123820605353643,3.913937374200316e-08,0.0017639332958045983
EIF4G2,0.1748019446732081,3.971446171924242e-08,0.0017898513607628175
DAAM1,0.20534816655724963,3.983160401510588e-08,0.0017951307297527919
CHD5,0.5066550880921625,3.992487784820753e-08,0.001799334394863017
RPS15,-0.17650085399140103,4.103753605518876e-08,0.001849479674935247
APLP1,0.30073355915100686,4.1711018416989987e-08,0.0018798321780169047
DMRTA2,-1.0711884829323621,4.2813638855395974e-08,0.0019295250759349858
RPS3A,-0.17810640246901244,4.3133481515165866e-08,0.0019439397449254952
SCAMP5,0.5970769017651463,4.3831772433833294e-08,0.001975410320047999
VSNL1,0.7173258543585919,4.478651427497482e-08,0.002018438625344565
XKR6,0.4575081701826107,4.625309579786574e-08,0.002084534521418213
KIAA1549,0.43935570537281765,4.852415047551517e-08,0.0021868864136305177
ZCCHC12,0.39491813410202004,4.995896274451184e-08,0.0022515505329696595
PBX3,0.41613196458005297,5.429598037842709e-08,0.002447011243694952
AFF2,0.7516291514813136,5.452199869360186e-08,0.0024571974371232486
NMNAT2,0.4959566832151683,5.4587137254813456e-08,0.002460133101799933
KCNIP4-IT1,1.1557555793940453,5.694303828462921e-08,0.0025663088494116693
PDLIM7,-0.7160372028885236,6.140191377512932e-08,0.0027672614500175285
CACNB4,0.5207093115697343,6.177961986431058e-08,0.002784283908044749
CDK4,-0.4753106606242635,6.531635288079345e-08,0.002943677391631599
TTC9,0.68995149249267,6.701866639424736e-08,0.00302039725705594
RPL37,-0.16415445434312836,7.170400139688775e-08,0.0032315559349549374
RPS5,-0.16895607269600887,7.242556342081677e-08,0.0032640752922493705
TCEAL5,0.3664283139110221,7.285599390449704e-08,0.0032834739332878726
RPL34,-0.13717365032520945,7.298911398300568e-08,0.0032894733889861
PAK5,0.3913052835329075,7.430926252105508e-08,0.00334896984329891
SYP,0.28470208034431765,7.874012597497426e-08,0.00354865999744014
ZNF397,0.35551316868733457,8.080476354699329e-08,0.0036417090835358934
AC004158.1,0.4643205670344641,8.176987198460495e-08,0.0036852045906021758
NES,-0.8691217315454194,8.57462498012872e-08,0.0038644119860444114
TKT,-0.2975359099172352,8.585887150601954e-08,0.0038694876210332886
ST8SIA3,0.6063128351290485,8.66182425784956e-08,0.0039037109565276396
PCDHGA10,0.5395446028448481,8.785148586376579e-08,0.0039592907649081965
RPL9,-0.15284040410641175,8.966433214746776e-08,0.004040992121222077
LRRC8B,0.6291355303892665,9.177204263188798e-08,0.004135982417333928
TPM1,0.24910073791842502,9.657354005376817e-08,0.004352376303143224
PDIA6,-0.3328064593661284,1.1094872092149119e-07,0.005000236954489765
BEX2,0.1840185723590495,1.137908518522579e-07,0.005128326111277559
RTN4,0.13665856331569382,1.255736850058753e-07,0.005659354835844788
HDGFL3,0.2565188864444683,1.2628178680529345e-07,0.005691267567740965
ZBTB38,0.3918454081882917,1.2792442549702798e-07,0.005765298008300057
PABPC1,-0.23912696351676188,1.2937910396320567e-07,0.005830857457413754
GABBR2,0.498329416246845,1.3021285361070056e-07,0.005868432886527053
HSPB1,-0.5964516330148459,1.3089886719335222e-07,0.005899350146669998
DDX24,0.16504690798620736,1.3904524287511322e-07,0.0062664910058956025
TAX1BP1,0.25924367904143353,1.4029382922053912e-07,0.006322762295311257
ST8SIA4,0.6243579851486147,1.485337273177123e-07,0.006694118022754658
ACTG1,-0.11680102401715864,1.4924206966529734e-07,0.00672604159567562
CD63,-0.3103596695444142,1.516040871870876e-07,0.0068324930013476635
MIA3,0.35420745526342,1.5644286244231864e-07,0.0070505669245504166
MIR7-3HG,0.39516913119837827,1.710540242783054e-07,0.007709062766174668
SYN1,0.4489878254699382,1.752688507661304e-07,0.007899016566327965
SPINT2,0.362103621265928,1.850428077432298e-07,0.00833950925937188
ACSL6,0.6306674068285374,1.8613083008212072e-07,0.008388544250141017
IER2,-0.5398850586674924,1.868188870811472e-07,0.008419553602973142
PRKACB,0.42731442902660677,1.8926572953326115e-07,0.008529827898605014
HEBP2,-0.592222291483554,1.952117302981808e-07,0.008797802261078413
EZR,-0.4029293261657739,2.0086877318794925e-07,0.009052753870034496
TCEAL2,0.30220080366998747,2.0881739293265866e-07,0.00941098226468906
SEC11C,0.21796624391406738,2.0967566838336893e-07,0.009449663022701671
RPS25,-0.16002491263580065,2.1204017749549367e-07,0.009556226719366909
NFIB,-0.686208242420398,2.148484590330178e-07,0.009682790351700046
CDR1,0.629492176353998,2.2423663481596634e-07,0.010105896657885971
RAB33A,0.29270708001661233,2.3174114605062357e-07,0.010444109970209503
PCDH19,0.7741122658192376,2.3697638273922905e-07,0.010680051617291575
RPL21,-0.15145071732103332,2.400642350411444e-07,0.010819214944834296
RPS18,-0.17510007513971804,2.416724669976913e-07,0.01089169474265195
TMEM196,0.4698085775877574,2.426576375391676e-07,0.010936094408615205
ALCAM,0.8227163345600483,2.460919996671862e-07,0.011090874241000748
KCNIP4,0.7953854216739349,2.4809819132443067e-07,0.011181289286609442
SIX3-AS1,0.6246840781926897,2.5105903778133154e-07,0.01131472871472905
COL18A1,-1.3137348575810215,2.52354022033773e-07,0.011373091065018081
NCKAP5,-0.7598536614352835,2.5264734649326697e-07,0.011386310611758555
RUSC2,0.5413917435039142,2.555238352019984e-07,0.011515948204883664
KIF3A,0.227859585343554,2.556901617101204e-07,0.011523444207951705
TANC2,0.3367494266845347,2.6956677867673307e-07,0.012148835581403006
LRRTM2,0.411991547167627,2.7850197148460154e-07,0.012551526850868022
LRRC7,0.48041120299736106,2.8387618722369723e-07,0.012793732005797587
HES6,-0.4870670209272676,3.02910350688427e-07,0.013651563684826028
SH3GLB1,0.2844633362669117,3.1843843140144656e-07,0.014351383226400394
NSD3,0.18062833596257954,3.199011038290678e-07,0.014417302947368427
NUDT3,0.2539096962416433,3.2792032844675134e-07,0.01477871336243819
LINC00623,0.695885959506799,3.297716519856664e-07,0.014862148811690012
BCL11B,0.43768184356212947,3.3143348443509524e-07,0.014937044276520872
C14orf132,0.3658369420668276,3.4025297290796175e-07,0.01533452098301602
ZBTB18,-0.6833612274272366,3.93117642452719e-07,0.01771702591005914
ANK2,0.27523545510421454,4.0606561491074444e-07,0.01830056513279743
ASH1L,0.2659017630518973,4.0678495372148404e-07,0.018332984294319843
RIMS2,0.5708010349250305,4.090718883631439e-07,0.01843605186475017
ERC2,0.4569364431635128,4.573916485561824e-07,0.02061372681713003
REV3L,0.3448415193820146,4.639623447655339e-07,0.02090985495389308
ADGRL3,0.497100421289314,4.915374063330091e-07,0.022152607828616055
KIF3C,0.3946333112359872,4.951556471510798e-07,0.022315674705804867
HDAC1,-0.871005735419784,5.345627683842135e-07,0.024091674845539732
MAGI1,0.2988726808782672,5.42350272025871e-07,0.024442642059661956
ELMO1,0.7559754868763937,5.53718157547678e-07,0.02495496992435875
PPP1R13B,0.7504723629664412,5.71953184147489e-07,0.025776786103159033
PLXNC1,0.44610892763752386,5.942276244397249e-07,0.02678065057824952
ST3GAL5,0.5284359859650054,5.961412197219573e-07,0.026866892490429173
PPP2R2C,0.6066021450756485,6.007053461321021e-07,0.02707258853948158
RPS13,-0.13832958892123592,6.522562739181643e-07,0.02939588575294383
KCNK3,0.6878279690128979,6.523069562280881e-07,0.029398169903287474
SCAMP1,0.30662566041087924,6.533223710913916e-07,0.029443932620346835
SH3BP5,0.2810980786943166,6.720802869786269e-07,0.030289314373552756
GPR161,0.41521039133267357,6.800739549284174e-07,0.030649573000713914
SNAP25,0.3065487838148349,6.802620748924681e-07,0.030658051191253755
CREBRF,0.37734440036154193,7.008940345887282e-07,0.031587892350844804
RPL26,-0.15456671478108497,7.016338642933943e-07,0.0316212349959747
CADM1,0.196049070419545,7.058150757188741e-07,0.03180967383249822
RPS27A,-0.15381777937486074,7.097940730519827e-07,0.031988999284306756
NLRP1,0.22890865516527392,7.442970453297448e-07,0.03354397923892094
NORAD,0.2765735242639732,7.450159447142113e-07,0.033576378596380074
PAK3,0.20653211315121922,7.926533442947914e-07,0.03572330092067766
TNRC6C,0.2883356897991277,8.012564114423526e-07,0.03611102395088395
GNAI2,-0.3241751492120275,8.168373708239954e-07,0.03681322662829583
CHST1,0.6322949044801596,8.418961752187926e-07,0.03794257682476054
