gene,log2fc,pval,padj
NACA,-0.1789869958222816,2.467559419445771e-14,1.11207967915582e-09
NREP,0.24862200583406002,3.219646771412954e-14,1.45103040694039e-09
HES1,-1.2333613999025164,3.7032488547872804e-14,1.6689801938755316e-09
TMSB10,0.19086819954383216,4.063416270128073e-14,1.83130044462132e-09
DCLK1,0.3953209748205971,4.1522341120980855e-14,1.871328869640365e-09
GRIA2,0.3285995323572932,6.59472476627343e-14,2.9721105576641094e-09
APC,0.2885629663973748,6.705747068735946e-14,3.022146088937916e-09
PDE5A,1.1775652992037393,8.171241461241152e-14,3.6826151017521624e-09
NCKAP5,-0.8660423684876948,1.043574584166547e-13,4.703181935921794e-09
MAP2,0.20891395585718264,1.4277468096679513e-13,6.434569321811523e-09
FNBP1L,0.2682002961858061,1.6542323066914832e-13,7.455294159797177e-09
TSPAN7,0.32885541687309783,1.8207657603852567e-13,8.205827128904275e-09
SLC32A1,0.5695377122885941,3.3506530883187224e-13,1.5100723338434818e-08
SLC8A1,0.5096253419592253,6.301625887772389e-13,2.84001675510126e-08
TUBB2A,0.22055786776518538,7.0921046813055e-13,3.196269737770763e-08
AKAP9,0.27960586270700194,8.986145161316017e-13,4.0498759013019026e-08
TUBB2B,0.15779819867294798,9.29478716216181e-13,4.188974678243085e-08
ZNF704,0.4245835319446419,9.705569681273118e-13,4.374106143956169e-08
RBFOX2,0.2775902429393131,1.092237411626229e-12,4.922495566717089e-08
CCNI,0.18323192709881697,1.0984546605641299e-12,4.9505154642304205e-08
GABRB2,0.7533512256379682,1.3382628338831637e-12,6.031282939744642e-08
TTC3,0.15572208390550868,1.3773426843499692e-12,6.207408009828441e-08
KIDINS220,0.2931982390787158,1.6842083283563625e-12,7.590390094236454e-08
ROBO2,0.581076555127011,2.3592239273284576e-12,1.0632550395683893e-07
CAMK2N1,0.21604253785821648,2.69606559299973e-12,1.2150628414531184e-07
HIST1H4C,0.130162940713916,2.7189361873070084e-12,1.2253701608955225e-07
CASK,0.30254168858557096,2.7893243270682433e-12,1.257092687723116e-07
FDPS,-0.289462839081263,2.7979152309417756e-12,1.2609644362808394e-07
DPYSL3,0.2621452363462753,3.3884006711559778e-12,1.527084414476576e-07
GNAO1,0.35233554790114946,3.4858782527180665e-12,1.5710156109349782e-07
RBFOX1,0.6875929305374595,3.588462860193431e-12,1.6172484418319755e-07
RPL13,-0.1978182171177547,5.8417191743668754e-12,2.632745997503663e-07
SLC6A1,0.6096519808378145,7.252642930666298e-12,3.268621115992687e-07
NDUFA1,0.1741243068443299,7.359446385635238e-12,3.316755297078089e-07
STMN1,0.1887378254233507,7.502665155811883e-12,3.3813011324212994e-07
ZFHX4,0.4134183219466715,1.0857981180834031e-11,4.893474958578281e-07
STMN4,0.20721201982412119,1.1119105636225868e-11,5.011158528134274e-07
DYNC1I1,0.6204840287221052,1.4171774864735198e-11,6.386935496038859e-07
FOXG1,0.2376573442830865,1.4215739696510354e-11,6.406749566423287e-07
VSNL1,0.723957779767648,1.6203038910589385e-11,7.302385576224424e-07
JPT1,0.17214249797368586,1.795008586213953e-11,8.089744696349044e-07
DMRTA2,-0.88538156620966,2.1658064267231182e-11,9.760856403955748e-07
INA,0.2844026566458887,2.2744917060890657e-11,1.0250679221002201e-06
USP11,0.19591258754473917,2.4736657167068188e-11,1.114831665205429e-06
VCAN,0.3376604694237946,2.685207611818896e-11,1.21016936649454e-06
NEDD4L,0.32679232145684933,2.7030599980548686e-11,1.2182150799233682e-06
NRXN1,0.25734037974093504,2.7658542123276675e-11,1.2465151764118332e-06
RTN1,0.26659663348184437,2.9650282229454206e-11,1.3362789195170421e-06
NSG2,0.3296826845465277,3.0315305821204674e-11,1.3662502027500523e-06
SNTG1,0.6739110376105608,3.8163916471489756e-11,1.7199713875371003e-06
EML1,-0.7493350140685215,3.9055777590258886e-11,1.7601657844377876e-06
NFIA,-0.5364087249569557,4.4821478276252954e-11,2.0200143829541682e-06
TMEM196,0.6307389046452077,4.7031933902985656e-11,2.1196351971397576e-06
DACH1,-0.7866192730959121,6.265125973299709e-11,2.8235669736467125e-06
BCL11B,0.5734953534997115,6.268718877322499e-11,2.825186223631704e-06
FGFBP3,-0.8276322395237611,6.300795338437112e-11,2.8396424431268375e-06
RPS2,-0.18782149822531746,7.444542053032664e-11,3.355106212460761e-06
NOVA1,0.23386240379187528,7.609135543873435e-11,3.42928520691288e-06
SLC25A3,-0.1897864666316118,8.234134678670337e-11,3.7109598169831474e-06
SCG3,0.26480760649483004,9.50306500158149e-11,4.282841334912746e-06
SEC11C,0.23032283593448344,1.1238121544465685e-10,5.064796617659795e-06
ZIC1,-0.9309229007521926,1.1249509193505599e-10,5.0699288033291036e-06
DCLK2,0.4044381049581311,1.2001799554184345e-10,5.4089710230798005e-06
LHFPL6,0.5047376971770583,1.2338685628776602e-10,5.560798839177039e-06
SIX3-AS1,0.8233004208041561,1.3267409393336038e-10,5.979356065388686e-06
VMA21,0.2905392489657956,1.42952760739945e-10,6.4425950210278415e-06
GAPDH,-0.259109715529406,1.6258704639572751e-10,7.327473006962647e-06
CRABP1,-1.2768514626010514,1.6628150924207578e-10,7.493975058521871e-06
GAP43,0.13482752985656354,1.7140155961214987e-10,7.72472548860037e-06
LAMP5,0.44625608844035614,1.9257195837951713e-10,8.678833020248078e-06
MYCBP2,0.32481173252945694,2.0018053881187825e-10,9.021736523173729e-06
VAMP2,0.2350297058030364,2.0267232336834695e-10,9.13403626956466e-06
RPLP0,-0.21629528197871162,2.127991264178887e-10,9.590431029401408e-06
MEF2C,0.5817432375160085,2.2653590114884992e-10,1.0209519992976368e-05
LRRTM2,0.41736656971073194,2.352811279138223e-10,1.0603649872820142e-05
NEUROD2,-1.244237866349994,2.4710160628140784e-10,1.1136375191890488e-05
RPS9,-0.2012077721759975,2.586289026347486e-10,1.165588738394285e-05
CD63,-0.26753051820461615,2.596783965503191e-10,1.170318597572978e-05
NME4,-0.4494024997220888,3.127911881558381e-10,1.4096873267807312e-05
KLHL13,0.529161088159736,3.1790414745103135e-10,1.432730411732308e-05
DNM3,0.4189524912690288,3.438636042574217e-10,1.549724491667348e-05
SYNPR,0.6246350501128715,3.7344771719460823e-10,1.6830541718526604e-05
EIF3E,-0.2378394193784863,3.8885062338821893e-10,1.752471989486025e-05
ZFP36L1,-0.6646174257373926,3.9961846352599677e-10,1.8010004914189622e-05
ATRNL1,0.4862951687686098,4.052720381508834e-10,1.8264800215384014e-05
GSX2,0.6592457153923259,4.160214395199091e-10,1.8749254236283264e-05
NFIB,-0.6898896230254679,4.856357503763286e-10,2.1886631997960378e-05
ZSCAN18,0.3540327825582097,5.461757712765802e-10,2.4615049659892918e-05
THRA,0.3147888754412418,5.639086975151031e-10,2.5414237179610666e-05
DYNC1I2,0.25144369829092184,6.461635670973465e-10,2.912129964194321e-05
LRRN3,0.42697018001079107,6.560003651401303e-10,2.956462445613539e-05
RGN,0.9103442528576275,6.616951431226425e-10,2.9821276710251254e-05
CDC42,0.16762378821122903,6.644536032496262e-10,2.9945594991254154e-05
TMSB15A,0.2402007330146232,6.723015477660965e-10,3.0299286154722438e-05
SCN3B,0.41270576978310414,7.350184905163815e-10,3.312581333059228e-05
ZNF248,0.550146456832947,7.608236263223489e-10,3.428879919109562e-05
KLF12,0.5408856532553382,7.793401479716522e-10,3.512330178878642e-05
ATAT1,0.3925653353460753,7.821754355319399e-10,3.525108252855347e-05
AF106564.1,0.5910416830236291,8.116418648285162e-10,3.657907556409157e-05
ZC2HC1A,0.36943740479080994,9.030582948099664e-10,4.0699031230495564e-05
EDNRB,-1.168523365852027,9.24897377850335e-10,4.1683275024958896e-05
SHTN1,0.29938448309786925,1.1709160308015498e-09,5.277084367616425e-05
CD99,-0.63837880095043,1.1845668338401102e-09,5.3386058067506085e-05
TCEAL7,0.19039600019212366,1.205954003324905e-09,5.434993502184682e-05
SOX3,-0.6908645790306175,1.241611573248673e-09,5.59569503831712e-05
MAPT,0.25127393651935703,1.3566456846803021e-09,6.114130771717186e-05
NEUROD6,-1.0950635422281927,1.37163654925528e-09,6.181691600183696e-05
FGFR3,-0.84998999818514,1.5527461911804325e-09,6.997916534411973e-05
ROBO1,0.5314588465680299,1.5919612295078878e-09,7.174650869146149e-05
TSPO,-0.512890568453357,1.5930535276128389e-09,7.179573638245542e-05
CSAD,0.3567442733344354,1.6604642105733092e-09,7.48338010421179e-05
SLITRK4,0.49781961073769976,1.8960704117887417e-09,8.545210131849501e-05
SLITRK6,0.7673289068688076,2.0309143256014295e-09,9.152924682620522e-05
EIF4G2,0.18427059831892167,2.0377881604360937e-09,9.183903681453387e-05
MARCKS,0.13624651531704624,2.2841768476666857e-09,0.00010294328217064219
DAAM1,0.22118501956075853,3.0726470257036453e-09,0.0001384780561544119
SLCO1A2,0.7480557945191912,3.083523436586688e-09,0.00013896823424008886
TANC2,0.40381518165499497,3.4074794097449512e-09,0.00015356828203838546
PDZRN3,0.5444025357470266,3.4115810176871264e-09,0.0001537531333051234
BEX1,0.17326717115720625,3.6881742104810655e-09,0.00016621863531796066
LINC01122,0.5789861835292096,3.738547693643568e-09,0.00016848886745712832
MIR7-3HG,0.37452482400041065,3.832023365291093e-09,0.00017270162902693897
NAP1L3,0.37864445012529535,4.125654262665535e-09,0.0001859349863098103
RFPL1S,0.5957391426257264,4.250988672183098e-09,0.00019158355747794786
EEF1D,-0.2961860367354243,4.342924157482256e-09,0.0001957269059294103
RPS7,-0.17774100560789652,4.5949051908606985e-09,0.00020708318714170995
RPL12,-0.2503045038356144,4.9012354258608896e-09,0.00022088887817269857
MGST1,-1.1033898956155879,5.023429834809097e-09,0.00022639593579517638
BLCAP,0.2938450458030873,5.54585088963222e-09,0.0002499404078939449
ST8SIA5,0.735350520239809,5.662731838995683e-09,0.0002552079985198574
HEY1,-0.6745113592482321,6.066078704758723e-09,0.00027338603506606613
ELMO1,0.7774453172558466,6.193155543954276e-09,0.0002791131340549313
KIF3A,0.2620664396970035,6.236192895414661e-09,0.0002810527414105479
SP8,0.7333229476973964,6.406633890065905e-09,0.0002887341761574902
ARRDC3,0.34149103583875673,6.883749126274097e-09,0.000310236805622921
GRIN2B,0.3799021771506919,7.3557522295431e-09,0.00033150904148104843
SERINC1,0.25590300720144654,7.673100599348004e-09,0.00034581129781141584
CDK5R1,0.32673474354735,7.947361657656415e-09,0.00035817169518725933
CLIC1,-0.5986716744676668,8.139896637661028e-09,0.0003668488616661072
PDE4D,0.4878736422072405,8.830468800624658e-09,0.0003979715679065521
RNF180,0.5389725229765501,9.219569552243456e-09,0.0004155075605805081
ZNF428,0.18751514234715216,9.846971904536872e-09,0.00044378332979366775
GABRB3,0.37302862114841395,1.0889860790896932e-08,0.000490784246124143
ANK2,0.29273218096090603,1.1195581350875727e-08,0.0005045624603212673
CLVS2,0.40804324360902844,1.1583315195906607e-08,0.000522036849249119
PEG10,0.1452231792995975,1.3638428164597372e-08,0.0006146566805220743
RTN3,0.14203627180778344,1.4990070518194898e-08,0.0006755724981140077
NRN1,-0.7887632395829753,1.5245106589082334e-08,0.0006870664637567627
SLC35F1,0.49020253584235685,1.5501638639392468e-08,0.0006986278502001397
ISYNA1,-0.4741116923747297,1.5803620315633098e-08,0.0007122375603849524
RAB13,-0.8119516952242558,1.5852688020664937e-08,0.0007144489437153274
CELF4,0.2862833074277632,1.60433082374567e-08,0.0007230398156456985
RPL18,-0.13473397659020048,1.7479880760211957e-08,0.0007877832661012325
CAMK2N2,0.38628912847040264,1.795429405149207e-08,0.0008091641243126446
RPL36,-0.15359145712789113,1.861227612717757e-08,0.0008388180604996387
CDKN2D,0.25174359517705114,1.9264321693412967e-08,0.0008682044500787356
NDN,0.23581754839084423,1.9894091707328698e-08,0.0008965869250658898
NSD3,0.16749380960638627,2.1098136793185063e-08,0.0009508508289952644
MYT1L,0.3663751195273534,2.3966362228122762e-08,0.0010801160128970366
MLLT3,0.464118678242794,2.596596226922543e-08,0.0011702339875494516
NFIX,-0.8816105094745894,2.694671429021416e-08,0.0012144345196313717
TKT,-0.2465857297402847,3.045587192975633e-08,0.0013725852361302583
ZCCHC12,0.3671311849879525,3.0483606083819836e-08,0.0013738351589855924
TERF2IP,0.15510938539777452,3.24943736362826e-08,0.0014644564310399844
PCDHB5,0.5768230504435494,3.460727704407418e-08,0.0015596807618223352
MGAT4C,0.5325694037143625,3.658587943711211e-08,0.0016488524144717687
GLCE,0.41226962046244986,3.682268423510493e-08,0.001659524733107709
UBE2QL1,0.5031332206118122,4.0588995497969904e-08,0.0018292648491025076
UNC5D,0.795704745542611,4.7455033236332156e-08,0.0021387034378950176
NAP1L1,-0.25928445102257314,4.944793958707442e-08,0.0022285197413102697
CSRP2,-0.5138003940016899,5.513355029894686e-08,0.0024847588448729373
S100A13,-1.1322976836558363,5.61737397672487e-08,0.0025316381038303646
RIPOR2,0.4687039721127884,5.665304803059712e-08,0.002553239568642951
LINC00632,0.21483983246456329,6.132928409563476e-08,0.0027639881756220674
SBK1,0.2823102513055941,6.230133875462229e-08,0.0028077967349933175
SEPT3,0.2526488497816527,6.320739776022322e-08,0.00284863100225774
ZNF804A,0.6971959443638533,6.360597093468812e-08,0.002866593898084524
RPL5,-0.15562611366986623,6.995159809904925e-08,0.0031525786231279516
SERINC2,-0.6805694938717406,7.11699211031849e-08,0.003207486004278337
GNG5,-0.3176868388984916,7.218589665910593e-08,0.003253273990632586
ELMOD1,0.714928046939818,7.326360229598095e-08,0.0033018440282752692
PAK3,0.18935677570187726,7.464013074276465e-08,0.0033638814123149174
IMMP1L,0.32753643090480944,7.465972706732771e-08,0.003364764579470325
H3F3B,0.11849872834789998,7.525524159390784e-08,0.0033916032281542385
AC120042.3,0.4861425353171198,8.946695140288341e-08,0.0040320965658251495
CLASP2,0.3183668139937522,9.17462550376058e-08,0.0041348202220348185
TBR1,-1.1955302671919261,9.175727776699748e-08,0.0041353169944030425
ZNF37A,0.3696992332673912,9.361624475623387e-08,0.004219096918673948
CHD5,0.43577364910379157,9.63269359832708e-08,0.0043412623508940484
YPEL1,0.4230399539243349,9.72738631865866e-08,0.004383938466093085
GAS2L3,0.359180729846011,1.0370516534408125e-07,0.004673784391727054
CDK4,-0.40478090765532626,1.05987908639937e-07,0.004776663066584681
ZFPM2,-1.0842233899099627,1.097461694454805e-07,0.0049460403645689155
BEX2,0.16655992483074922,1.1578563174907686e-07,0.005218226851667396
MCUR1,-0.5259131356128156,1.1778063178241397e-07,0.005308137513169833
TMOD2,0.25813807017638907,1.1784652187429856e-07,0.0053111070478308875
NTRK2,0.4206524532058687,1.2262329085466206e-07,0.00552638647223791
SLC25A5,-0.19384537046764883,1.4151299496848464e-07,0.006377707657239666
RTN4,0.1079324075273389,1.4426723660143637e-07,0.006501835819153534
ZNF43,0.4135320459144167,1.474351163377463e-07,0.006644605823109551
STMN2,0.14616061844533412,1.5055352808879263e-07,0.006785146403905706
RPS3,-0.20993503546271874,1.5464580949563735e-07,0.006969577342349384
ATP5MC2,-0.18666113413995156,1.7120854149700252e-07,0.00771602654818691
EMX2,-0.8172507386182338,1.8729029325052022e-07,0.008440798936214446
CCSER1,0.3877484883153728,1.8732202322624403e-07,0.008442228942760366
GPM6A,0.1139515199447958,1.8839947535376211e-07,0.008490787555243351
RPS27,-0.15959659404997595,1.935139267110245e-07,0.008721285649012452
NETO2,0.3907039468170659,2.0177552984002034e-07,0.009093619578830037
ANKRD12,0.17578272551790208,2.394103022496097e-07,0.01078974350178541
RPL19,-0.13222459833876776,2.412921689288812e-07,0.010874555469286819
RPLP1,-0.16093016498203383,2.4162147016425594e-07,0.010889396417362687
ATXN1,0.49210018828566393,2.444817563951318e-07,0.0110183037972158
CELF5,0.2852280432559102,2.446818028190023e-07,0.011027319489446796
AMBN,-1.227226177424411,2.736600994863426e-07,0.012333313363650488
EBPL,-0.3618536000256537,3.023066611195789e-07,0.013624356603337181
CSRNP3,0.2755608583669776,3.177139140664309e-07,0.014318730679145908
KIAA1109,0.2949840448733807,3.331114293292359e-07,0.015012665897010002
LRRC4C,0.36637351558895326,3.5023799083155893e-07,0.015784525770796698
UCHL1,0.16130796776571055,3.529253123080167e-07,0.015905637975097697
GRM5,0.48880928083222974,3.635278487124083e-07,0.016383473085770817
PDS5B,0.32945800797549285,3.6773803757661483e-07,0.016573217877502877
EMP2,-0.9476263697052105,3.8212153158071216e-07,0.017221453185279536
CCT3,-0.19039834857468363,3.865044595380696e-07,0.01741898298246172
PDE1A,-0.4346060257055191,3.892687716748412e-07,0.017543565001841743
HMGB3,0.21992600897516756,3.8969271853872556e-07,0.017562671439103283
PPP1R17,0.4322530465342702,4.09891997454892e-07,0.018473012541297074
VIM,-0.2699988409998757,4.112801355050924e-07,0.018535573146943506
SGIP1,0.3210235042345979,4.205749351005039e-07,0.01895447117510951
UBE2H,0.23686454414578711,4.2100979924519777e-07,0.018974069632382573
RPL10A,-0.170473795531767,4.251071763281547e-07,0.019158730222757277
TAC1,1.1474526556398836,4.253365148976229e-07,0.01916906605340607
GABPB1-AS1,0.20804240446423594,4.365022665542284e-07,0.019672284149065966
ELAVL3,0.1835997491314949,4.4609692473329687e-07,0.020104696203880223
HMGA2,-0.9105885420376438,4.829907165823587e-07,0.021767425614933743
RPL8,-0.13866731565261858,5.341340176991908e-07,0.024072351909667132
CALU,-0.2945370556337101,5.345598063837729e-07,0.024091541354103876
SLC17A7,-1.1329978823658142,5.806920356746683e-07,0.02617062866378595
PCDHB16,0.824972492988493,6.011167845709764e-07,0.027091131247044764
TSPAN5,0.20445798826095313,6.059687351900322e-07,0.027309798957544373
INHBA-AS1,0.5610885423399843,7.130456884940628e-07,0.03213554308905042
RPL7A,-0.14217927077802983,7.371732670227573e-07,0.033222924798181626
PGM1,-0.6401460037242312,7.83113614764543e-07,0.03529336439020842
HTRA1,-0.7020974320659588,8.158636905614333e-07,0.036769344806222674
SERTAD4-AS1,0.5447183979869479,8.163824105622552e-07,0.03679272247921972
RRP15,-0.41567432574162866,8.197830673305448e-07,0.03694598327845299
ZBTB18,-0.6471607526353538,8.44426389907223e-07,0.03805660854033873
SEZ6L2,0.1799873118157509,8.529666486456478e-07,0.03844150092116205
MIR124-2HG,0.3394204512290514,8.531334636519006e-07,0.038449018939863855
CRABP2,-0.7541344511809636,8.534637461858208e-07,0.03846390411310257
CADM1,0.2018139580652032,8.538699873827937e-07,0.03848221259136775
RPS6,-0.28326151963545243,8.6923377524148e-07,0.03917462778258302
ZNF302,0.2536708932335121,8.892399101512183e-07,0.040076264270695106
METRN,-0.3616715398761445,8.905145253957434e-07,0.040133708630535364
SCRT2,0.4488585575343267,9.068577342397077e-07,0.04087026436671515
BTBD8,0.2729518644105972,9.177462181320095e-07,0.041360986558773405
SNRPE,-0.18952744495430407,9.226899981776617e-07,0.04158379283787086
COL18A1,-0.7051755115816927,9.637381510593836e-07,0.0434337509919443
MARCKSL1,0.11006734129412665,9.688542919050747e-07,0.043664325227577905
SOX6,0.48583165569526315,9.758457897302009e-07,0.04397941805156069
NPM1,-0.19788535821805509,9.763537401196514e-07,0.04400231035971245
ACAT2,-0.31548755294364517,1.0615062896916767e-06,0.047839965463824484
RPL6,-0.15758848387775348,1.071920851073995e-06,0.048309328916202814
FEZ1,0.13451816826553142,1.0774556506998323e-06,0.04855877126574004
RPL3,-0.15115747231646637,1.2354300101047166e-06,0.05567835969539937
STK39,0.4939677915801578,1.2498361132706748e-06,0.05632761395288277
PGAP1,0.242247644408551,1.2553537045434382e-06,0.05657628075636367
TCF7L1,-1.0554156126089476,1.2962529980036216e-06,0.05841953011402722
RND3,0.2761222197540194,1.371822328843919e-06,0.061825288716337745
TUBA1B,-0.15378365623896117,1.4388706681066097e-06,0.06484702327022869
MPPED2,0.4183984793810779,1.4605057288008538e-06,0.06582207218559688
HTATSF1,0.22788089177693016,1.4848329290551021e-06,0.06691845044665534
EZR,-0.24200023735607215,1.5570810466328155e-06,0.07017452860964773
HS6ST2,0.40351394927464757,1.6237729711932047e-06,0.07318020026573535
RAN,-0.1952931431498035,1.6473181335315366e-06,0.0742413336419993
PWAR6,0.2935268560649113,1.6502597959267007e-06,0.07437390848282455
GPC2,0.309834749152469,1.6947683738610664e-06,0.07637982107317054
CACNA2D1,-0.7685206129576536,1.6986036652538661e-06,0.07655266998566124
SYP,0.1962478709549833,1.6991344025107935e-06,0.07657658925235644
ABI2,0.19078524054893942,1.7543711674505857e-06,0.079065999774663
SRGAP1,0.18329094202312446,1.804215988610025e-06,0.08131240617467661
ZNF682,0.47773134491770897,1.815468616106486e-06,0.08181953959068711
CCDC184,0.3007732199082471,1.845316014659204e-06,0.08316470214866101
RACK1,-0.14914945560356596,1.8530194532680226e-06,0.08351188071988325
SYNE1,0.3502851440519908,1.909162740343362e-06,0.08604214638179464
MFAP2,-0.6512978681835622,1.9125285605285635e-06,0.0861938371659013
RPS26,-0.14223934909522118,1.9204162672454135e-06,0.0865493203322163
RPL28,-0.11871082826530444,1.9974951862011335e-06,0.09002311305171269
RNF165,0.257287865008091,2.096244620997112e-06,0.09447355257909784
GAS1,-0.9367920710911437,2.137519999030059e-06,0.0963337513162867
TRMT9B,-0.7550966888100261,2.1529299357128303e-06,0.09702824634270583
CECR2,-0.4957839074195751,2.162863260709079e-06,0.09747592143363677
KIF1B,0.18022690933603802,2.1700819801129256e-06,0.09780125467972933
ZNF385D,0.38511209578069927,2.178620789550223e-06,0.09818608174344945
CHD3,0.27728609456804687,2.197690884830905e-06,0.09904553279755923
PDGFD,0.709125482750069,2.2070533678419935e-06,0.09946748118190296
ARL6IP1,0.19072492820550963,2.238590080194669e-06,0.10088877773421334
PAFAH1B3,0.15936258109456158,2.255555091368322e-06,0.10165335685778754
FBXO32,0.6464175585098082,2.3615357565009987e-06,0.10642969347398701
NLRP1,0.18079436130418014,2.371110697563239e-06,0.10686121691778006
PLIN3,-0.46381673461420037,2.3810383177139e-06,0.10730863490273004
MT-CO1,-0.1001457987128127,2.4014990593223573e-06,0.10823075960554
ASCL1,0.3779716780965849,2.4176454100910405e-06,0.10895844334198301
FAM181B,0.3848833632133818,2.447944255301593e-06,0.11032395169793219
SOX5,-0.5342646822375077,2.7077566073291405e-06,0.1220331747791097
AES,0.19616440795745405,2.7183805342279044e-06,0.1225119739165832
WNT7A,0.5285812205934628,2.7184708750738196e-06,0.1225160453978269
MCL1,-0.32885049398885746,2.788489453131397e-06,0.1256716426737258
SCN3A,0.341991455179104,2.7926407217826466e-06,0.12585873204930031
SCN1A,0.7415936539871311,2.797964035128331e-06,0.1260986431351636
DYNLT3,-0.6336296165186233,2.832202534052173e-06,0.12764170380466333
ADGRL3,0.4037089445522486,2.963890746165987e-06,0.1335766281482087
SYT1,0.15207753055738182,2.9710317288600407e-06,0.13389845795626432
PAG1,0.3793143579269277,2.974039123637695e-06,0.13403399522410364
CNIH4,-0.34796527913203035,3.1706676859887064e-06,0.14289565127213902
PRDX6,-0.25347901277546486,3.22252298232836e-06,0.14523266576757454
AP1S2,0.12821050872078277,3.2458337670959736e-06,0.14628323621548134
TOP2B,0.2194847417979403,3.3149314693226017e-06,0.14939733145943102
USP22,0.19488353561655225,3.353785492210548e-06,0.15114840456294498
AASDHPPT,0.22597039939340513,3.413847853739327e-06,0.15385529507232398
NRIP1,0.3130283781069421,3.5056638980623944e-06,0.157993260557876
RB1CC1,0.1980247523664307,3.525563706752166e-06,0.15889010513590662
FAM84A,0.6217005369728033,3.6546564923245484e-06,0.16470805879608275
ZNF506,0.5955689036874761,3.736388267228108e-06,0.16839154642743637
PRDX4,-0.2169834865218031,3.756836740935875e-06,0.16931311824049802
PCYT1B,0.4646520607075968,3.898131590185372e-06,0.17568099450647434
CCNB1IP1,-0.26761712496319534,4.505709870105489e-06,0.20306333242591418
RYBP,0.24034405561639305,4.641754699941103e-06,0.20919460081694563
TTC9B,0.20601254672918098,4.950346063736788e-06,0.22310219640048956
YWHAB,0.134355577419357,5.251928409943929e-06,0.236693909579353
SELENOW,0.17959344722519188,5.2629055651287615e-06,0.23718862800922302
GDAP1L1,0.2149730607394038,5.296715029690091e-06,0.23871235295807303
SST,0.16583857951456404,5.366676194995534e-06,0.24186536275605874
PSME1,-0.3016628250297624,5.495336331447307e-06,0.24766381778566726
MEGF10,-0.7815856445627469,5.512574764567567e-06,0.24844071948953111
CXADR,0.20118749644847012,5.684092383217987e-06,0.25617067552686823
UBA1,0.2170939060634931,5.722247775841183e-06,0.2578902627616104
XKR7,0.629113582531434,5.7726213751330135e-06,0.26016050013449465
FBXO42,0.39928914009441474,5.823317711151077e-06,0.26244528260615674
SCARB2,0.20934435806188556,5.909948299853696e-06,0.26634954997780635
TACC2,0.33006927629437954,5.991158011031672e-06,0.2700095092411754
SVIP,-0.41050571041074735,6.019140467316836e-06,0.2712706225810352
MPDZ,-0.32306831416983495,6.242697434887239e-06,0.2813458879954981
HP1BP3,0.16755811438635004,6.278833860173805e-06,0.28297448441031303
SOX11,0.12105371914982399,6.296432819796749e-06,0.2837676343225999
DPF1,0.2754136706077943,6.393031908524804e-06,0.2881211620533959
PPDPF,0.16278188401595428,6.484059879685589e-06,0.2922236106576701
TNRC6B,0.17436703447394408,6.772463528426087e-06,0.3052213862991069
CPNE5,0.5627399303901242,6.880526620456351e-06,0.3100915737307268
SSBP2,0.2400657858419295,6.9260210531219e-06,0.3121419168220978
LSAMP,0.2736806614316021,6.933230549677205e-06,0.3124668344128523
PKM,-0.18739209717200733,6.9398432473949815e-06,0.312764855473597
