gene,log2fc,pval,padj
TLE2,0.4296975887187522,3.245014235098154e-08,0.001462463015474036
CEP68,0.39287472096363474,3.3550072942034603e-08,0.0015120346873516155
HECW1,0.6959652436214812,3.597677600275517e-08,0.0016214013408921701
NEDD4L,0.20437452392707536,4.395031938386751e-08,0.001980752993992141
PRRC2C,-0.23130614849914655,4.483752292837815e-08,0.002020737483336146
EEF1B2,0.20467108843346837,4.886631388423268e-08,0.0022023070341345985
INHBA-AS1,0.6023643667007779,5.224574861628639e-08,0.002354611398638795
ZNF737,0.6271824678334879,5.7422115729011125e-08,0.0025878999116750734
SYNE2,0.32839552896909097,5.851536677425884e-08,0.0026371705497822973
FTSJ1,0.4457445508320286,5.943643577310809e-08,0.0026786812874224353
NSA2,0.198427999266527,5.9600910429224996e-08,0.002686093831224312
MTHFD2,0.45937840817053877,6.866126067706091e-08,0.003094425696193781
NFIA,0.3189723884198644,7.110394006915044e-08,0.003204512371036472
NEUROD6,0.667556174775269,7.195666729131744e-08,0.0032429430814850946
SHB,0.6141538993252167,8.247350735679504e-08,0.003716916029556039
MT-ND4,-0.16745116955257267,8.96260535525527e-08,0.004039266981506445
ZNF626,0.4628790712437316,1.054482856588379e-07,0.004752343338072507
PRKCB,0.5330494455462671,1.1770729169136018e-07,0.005304832221946221
IGSF21,0.3570472680069614,1.2420077477592883e-07,0.005597480517601561
CDON,0.4846974478078878,1.39341386429237e-07,0.006279837603592853
HMGA2,0.4904293949497933,1.7688449727160105e-07,0.007971830523036516
ARL4A,-0.9914482590060807,1.8245396857002595e-07,0.00822283545551393
PDP1,0.3391224948672432,1.901332822296098e-07,0.008568926763524054
IFI16,0.6287869912380022,2.1919111503621025e-07,0.009878505172451923
STXBP6,0.8082915305845568,2.1999650190451803e-07,0.009914802347832818
PSAT1,0.4129333831386194,2.6116638029982653e-07,0.011770246427352582
GOPC,0.29420474676602426,2.663522935542062e-07,0.012003965165900965
RAMP1,0.41576387957413363,2.801754277470536e-07,0.012626946177704212
ZDHHC13,0.5211345110406731,3.0186836785794924e-07,0.013604603602622056
MT-CO3,-0.15029545972366076,3.154830171646424e-07,0.014218188617576104
GGCT,0.4001488687542071,3.2885823531003666e-07,0.014820982948952732
RPL31,0.13394129723772785,3.6573960393582183e-07,0.01648315247017962
TMEM163,0.5738445964063206,3.765271867628428e-07,0.0169693272530278
SPINK5,0.8083440229388312,3.826156249608914e-07,0.017243720985737454
NES,-0.9081034493740672,4.78155672059337e-07,0.021549519828370202
EPB41L3,0.3630210124395874,5.235341375975366e-07,0.02359463651324578
NLGN1,0.39392176379799404,5.698652993935127e-07,0.02568268931306683
EIF2S2,0.19901256785179067,6.415695985584335e-07,0.028914258667831483
PLP1,0.2542542183944562,7.562549990680623e-07,0.03408290029799943
PAX6,0.14139684645787004,7.615624388890296e-07,0.03432209599585079
GPT2,0.4298763232227969,7.891846640628586e-07,0.03556697443998491
MTRNR2L12,-0.203449486977076,8.259428231969778e-07,0.037223591155841396
NSG1,0.21603173296439004,8.783482052798774e-07,0.03958539691555352
TRMT9B,0.3343048641727997,9.611072646631413e-07,0.043315182203838454
FOXN3,0.23712043544789624,9.806132361678266e-07,0.04419427732761161
IGBP1,0.19708810185595693,1.002125624927075e-06,0.04516379766421341
PA2G4,0.1492478782492206,1.0042128442133702e-06,0.04525786446300817
SCAMP5,0.41038993384163125,1.0590910957120059e-06,0.04773111750154868
RPL23,0.11410734217709173,1.1289557604321487e-06,0.05087977821115608
DRAM2,0.323454711188649,1.1431161432984283e-06,0.051517958346173565
GNPDA1,0.3561115594130475,1.2271319655976498e-06,0.05530438342555488
CGREF1,0.6349426399821372,1.3034837067493754e-06,0.05874540369578085
SSTR2,0.19936616809555652,1.4217345121192437e-06,0.06407473099219008
FSD1,0.283040969566928,1.4385417517193133e-06,0.06483219966648601
LINC00511,0.47702536614266955,1.497267197558827e-06,0.06747883805958121
RNF123,0.5002274413412358,1.569956655345095e-06,0.07075480654309274
NIT2,0.3742608689690323,1.6188099578595683e-06,0.07295652718081502
UBL4A,0.3807644935297174,1.6260295405690073e-06,0.07328189933436402
ZNF562,0.3409921735521444,1.6565536939960879e-06,0.07465756188101569
GSTM3,0.2210671905008605,1.6823383273134596e-06,0.075819623735363
CARS,0.37566442750030127,1.751279919526283e-06,0.07892668341321052
AIFM1,0.294397950437182,1.7763718973551335e-06,0.08005752867000115
ZNF329,0.4882411184754125,1.7793314379677128e-06,0.08019090924632888
CNTNAP2,0.24979845625846409,1.810821723902123e-06,0.08161011345282088
B3GAT1,0.44206225880707195,1.8800633110327425e-06,0.08473069330162364
CORO2B,0.3318709039719976,1.9281817513761013e-06,0.08689929517101813
SH3GL2,0.5219259761164108,2.018451520813258e-06,0.09096757314001191
GDI1,0.17531070730903964,2.1125635556451527e-06,0.09520901432581574
MCTS1,0.19686501841554027,2.2749950066014435e-06,0.10252947495751386
NKAIN4,-0.7672098494295905,2.30839564519989e-06,0.10403477493786864
SERPINI1,0.37772755529900337,2.4392559956343263e-06,0.10993238921124782
NCAN,0.2741949929825688,2.5191498982390925e-06,0.11353304761383942
TMTC1,0.5413226702278129,2.5359326050189424e-06,0.1142894106429937
EPHA5,0.3296785610582268,2.5440442756874404e-06,0.11465498741668156
DOK5,0.35145166022078167,2.8152125530755967e-06,0.126875999342011
PCDHB5,0.3093639179300216,2.920705509890098e-06,0.13163035591972694
PAPPA2,0.472522670679532,3.0062136795461214e-06,0.1354840381097846
TANC2,0.3137550273091036,3.1062959657823797e-06,0.1399945465858803
PCSK1N,0.1647790996301266,3.1809120246695244e-06,0.14335734312780612
ZNF433,0.41963852115392397,3.2407652021948508e-06,0.14605480613251753
SEC63,0.23794765240214347,3.4270432800465045e-06,0.15444998654513586
DYNC1I1,0.5078783754864502,3.4995528692682853e-06,0.15771784871218308
LARS,0.24730826011497054,3.712969242952724e-06,0.16733609784139336
SYT11,-0.28102072903391795,3.716909158659509e-06,0.16751366196246675
RCL1,0.575645307804125,3.810137937376723e-06,0.17171529656169415
RNF182,0.5451681419499002,3.873676654553293e-06,0.1745788594674078
NEXMIF,0.22392901025641415,3.89280150314697e-06,0.17544077814382764
PDHA1,0.17802828860582454,4.034729789825775e-06,0.18183720216786803
NRGN,0.6389279790576852,4.2356713214619646e-06,0.19089323511564782
POU3F3,0.2604276407702364,4.270363977321168e-06,0.19245676372991039
PBRM1,0.2614420868449826,4.288424316989392e-06,0.19327070711807792
LRRC1,0.4231255257552835,4.575449148225275e-06,0.20620634221221668
ARHGEF3,0.63832639637595,4.738105587431818e-06,0.21353694261437717
NEUROD2,0.47827426879245094,4.805870806867674e-06,0.21659098552391232
ZNF544,0.5482842274394062,5.087936867376186e-06,0.22930313873890995
NUBPL,0.5486688685595182,5.433813912381069e-06,0.24489112540319002
ECSIT,0.335663107156571,5.64060416041734e-06,0.25421074830168866
RUSC1,-0.7477155475134427,5.8315081736737265e-06,0.2628144103711275
ZMAT3,0.30146431358633713,5.939598687554337e-06,0.26768583365069887
MGST1,-1.3557144800390777,6.04725925796608e-06,0.2725378802380153
PTPN18,0.5341527660023213,6.127263761923629e-06,0.2761435232223741
MBTPS2,0.6189656568711728,6.218280441672164e-06,0.2802454629452811
ZNF681,0.5647475831356905,6.312826331233978e-06,0.28450645709605293
NKAIN3,0.30046487572722863,6.340006216687399e-06,0.2857314001736677
CRABP2,-1.2216607236462,6.340145790680587e-06,0.2857376904943927
LINC01122,0.3407980803877999,6.615669823073489e-06,0.298155007586276
MCM6,0.3548686932040688,6.842138805307485e-06,0.30836151167759773
RB1CC1,0.1956940299341282,6.957930963835679e-06,0.3135800326781464
ANKRD28,0.26846506729787545,7.155042913487009e-06,0.3224634740250325
RPF2,0.3240474909026829,7.262769248228551e-06,0.32731848447916434
MGLL,0.5926572669865262,7.700696358137193e-06,0.34705498346852703
RPL7,0.1012330687593117,9.263052933805582e-06,0.41746726962075
NME1,0.1622256981711181,9.322018060586856e-06,0.42012470995452844
CDO1,-0.4464831729323194,9.369349288205513e-06,0.422257833720846
EGFL7,0.4452796040102962,9.493089275114386e-06,0.42783454745085514
IARS,0.35417572349859383,9.539188503771001e-06,0.4299121474879515
WIPF3,0.5164331701639275,9.646458594358975e-06,0.4347465959305703
UBAC2,0.317967673776145,9.718019598814465e-06,0.4379717072793703
MPP6,0.26900113896645217,1.0041213020617334e-05,0.45253738841318203
KLF3,0.3266429932945376,1.0088655882034558e-05,0.4546755432915335
ROBO2,0.20673777824759443,1.0198784059944899e-05,0.4596388000135967
CEP57,0.24005798549121715,1.0488066419789277e-05,0.47267617740706314
GUCY1A2,0.39782365325183755,1.0589938081562167e-05,0.47726732945984374
VAX1,-1.0045987852354,1.0767980615098361e-05,0.4852913503612529
ZNF680,0.4442697137465652,1.0815976454914278e-05,0.4874544268700767
ZNF521,-0.6520735630600412,1.0891407870233015e-05,0.4908539698956615
GINS2,0.4387002132062263,1.1519252973712923e-05,0.519149693019294
ZMIZ1,0.22021704339792447,1.1568702912523321e-05,0.521378302861601
NDUFAF2,0.24888892901089488,1.1884212911761338e-05,0.53559770750726
BACH2,0.274777900951217,1.22194261142905e-05,0.5507050961188442
APEX1,0.18896430045824852,1.2636765390983129e-05,0.5695137426408277
SLC1A5,0.5182259227359878,1.2717034947762329e-05,0.5731313310257526
MDK,-0.7981937244880647,1.284251537260935e-05,0.5787864828127582
UBE2T,0.21843933901160384,1.2907591502964166e-05,0.581719333855589
DOK6,0.4253526580978326,1.3594833966124042e-05,0.6126919771852783
DAB1,0.5623286876587048,1.3715145473547352e-05,0.6181141762018321
ADGRV1,-0.634334383377933,1.3901187971307644e-05,0.6264987394908929
SNCAIP,0.2803116385964731,1.4255872688995197e-05,0.6424836703476355
NDUFB11,0.12066636869258751,1.4433274180492006e-05,0.6504788007664137
PLCB1,0.21594637604917527,1.5256875918856494e-05,0.6875968839110245
LIX1,-0.8381889451692379,1.5486305361032084e-05,0.697936810010994
NUCKS1,-0.2053255792471056,1.5562971524143253e-05,0.7013920006500881
CDKN1C,-0.7473126922372608,1.5939786395380063e-05,0.7183742932669887
PCDH17,-0.8777679043022459,1.6847554509934406e-05,0.7592855866537238
GLCE,0.29588780140831106,1.8121079788713246e-05,0.8166808239177286
ID1,-1.8724465657952314,1.8184991951351944e-05,0.8195612172635295
GPR12,0.4580039351521088,1.87551723471735e-05,0.8452581073424152
ZNF253,0.2119241338220692,1.8876564218173186e-05,0.8507289961846292
ZNF431,0.25352938370040534,1.8999550408516086e-05,0.856271737811003
ZDHHC15,0.4921542801210037,2.050518939089585e-05,0.9241278754688942
ZNF454,0.5461657607875408,2.2052031662278537e-05,0.9938409629555691
TUSC3,-0.10844424897437109,0.2555284134380672,1.0
TMEM18,-0.2344193554459828,0.25548553320097317,1.0
TMEM70,-0.1546385069912226,0.25548073607154376,1.0
CRELD1,0.13168958094461436,0.25541488459665906,1.0
NIT1,-0.2036047053140715,0.2553380603341053,1.0
HSP90B1,-0.10850079984549854,0.25205507054912113,1.0
TMEM231,-0.18312259748419502,0.25426199054627613,1.0
SPICE1,0.21832873664906804,0.253918289069482,1.0
HIC2,-0.3267416734011741,0.2532452282775344,1.0
CDK6,-0.3340788160528718,0.25292153766880543,1.0
ELAVL2,-0.2419301979783518,0.25555265468490296,1.0
SLIT2,-0.3459368486530203,0.25467287186250853,1.0
ATF1,0.17408804168227565,0.2562370490496917,1.0
CST3,-0.28121837964385393,0.26220287750926285,1.0
ZDHHC20,-0.24713025757672336,0.2570221542054255,1.0
RCN1,-0.14729184028444262,0.25958459649472426,1.0
MINCR,-0.17609924011225297,0.2601503582339671,1.0
MDM2,0.10677709304921434,0.26072992471564826,1.0
CACNG4,-0.20632050390998335,0.2508682760891687,1.0
NOTCH3,-0.33075131510916966,0.2627454668120926,1.0
DNAJC24,-0.29464746770282635,0.26305155875825165,1.0
EVI5L,0.22297566712279693,0.2636248063711153,1.0
CACNG2,-0.30838568692895185,0.2637153499771768,1.0
SRSF2,-0.10775082811035053,0.26427212267870537,1.0
ETAA1,0.12725326782617863,0.2657373348639609,1.0
ZER1,0.10522824260640418,0.2673398784417613,1.0
MAP1A,-0.13663554169891967,0.25649176755720016,1.0
NRCAM,-0.29184541506526335,0.2493749543890254,1.0
GNA13,-0.268025199171924,0.23657824795527985,1.0
C4orf3,-0.11895441641049134,0.24859381686222157,1.0
FAM199X,-0.13049040997386324,0.23489342064473928,1.0
MORN2,-0.20232355346429776,0.23519697148822594,1.0
TRIM52,-0.22664857370802038,0.2681451151481296,1.0
TOX2,-0.26901533050535553,0.2367635838841119,1.0
AFMID,0.2069185094403676,0.23687434039775157,1.0
HOMER3,-0.23025947321477291,0.2370507946049875,1.0
SMUG1,0.14097389839266805,0.23803818067920024,1.0
MAVS,0.10309131099413138,0.23844125448061604,1.0
BEX5,-0.23011917774529156,0.23908153429626317,1.0
ZC4H2,-0.2454194370557481,0.24039472531315442,1.0
TPGS1,-0.16148440627521143,0.2406223181418381,1.0
PPP1R16A,0.1030760371193522,0.24070830794634546,1.0
DCTN1,-0.13543661118894812,0.24935385878282454,1.0
TMED10,-0.17220599551162852,0.24078474907895825,1.0
MAP3K10,0.1607913203457234,0.24373389495194964,1.0
METTL18,-0.3611806531427839,0.24388561185017793,1.0
BORCS7,-0.18484123270383157,0.2439066017892066,1.0
CHMP6,0.15085504885986767,0.24430900632066366,1.0
REPIN1,-0.25344621078002794,0.245372750208946,1.0
PRPS2,0.1200211225193013,0.24548403376751993,1.0
JUN,-0.10064681061169245,0.2456381902529854,1.0
WSCD1,0.10279657482919236,0.24606646135093713,1.0
M6PR,-0.14448693423841852,0.2466243202217017,1.0
CENPF,-0.4987926185403204,0.2470615670183689,1.0
ITGB3BP,-0.23430234551053464,0.2474191705584583,1.0
CBARP,-0.21034663104796536,0.24766972400752874,1.0
MNT,0.1316045459238766,0.24228629738365282,1.0
SIRT6,-0.2220005847846327,0.2681733130191038,1.0
SPIN4,0.1360546589973337,0.28432128288069247,1.0
LRPAP1,-0.117662836457602,0.2684088037443596,1.0
POGLUT1,-0.22859144651974272,0.2892556583112851,1.0
FBXO7,-0.11387104344541088,0.2893618281827315,1.0
BPGM,-0.19233236116858765,0.2897571874453398,1.0
RIC8B,-0.14143334414165043,0.2911270606183721,1.0
KRTCAP2,-0.16021659445683245,0.29265467447388716,1.0
SUPT6H,-0.105076099356608,0.29294429753261025,1.0
SNAPIN,-0.2096567121006515,0.29449157033536233,1.0
DHX15,-0.12291583024487729,0.2960325547867485,1.0
PLEKHA1,-0.15659648215126887,0.29643933287851126,1.0
PDPR,0.1275317902553268,0.2970401133741123,1.0
PRKAG1,-0.25998028081801383,0.2994128984004891,1.0
PSMD11,-0.14027653876863655,0.2994591430511815,1.0
PTPN13,-0.1709441569567205,0.2888805738782879,1.0
HYAL2,-0.2264742860096851,0.3010171607031263,1.0
CBX8,-0.29511544416542357,0.3019951162210444,1.0
LMF1,-0.3186310498953442,0.3019959303103088,1.0
AC110769.2,0.10818696720140109,0.3022522758962576,1.0
CHMP1A,-0.17629275449855664,0.30335379381922334,1.0
PLAG1,0.19649589503070208,0.30343832454919384,1.0
FAM189B,-0.26134661272857374,0.3052062507329039,1.0
PLEKHM3,-0.26826290021818133,0.3053018257043006,1.0
FBXO28,-0.2983010472980552,0.30540456000760874,1.0
KCNH2,0.14069334697655078,0.30635948051159234,1.0
CDKAL1,-0.1311444864940281,0.3065608723116875,1.0
WARS,-0.3490308326919811,0.30687310081417773,1.0
EIF6,-0.14476428919832418,0.3069248635620303,1.0
DPP3,0.10238001973428368,0.3018608384017425,1.0
AC005332.7,-0.3110337174775881,0.2683323293227354,1.0
CCDC12,-0.14955019163733313,0.28810575425565615,1.0
CCNDBP1,-0.34664590858684896,0.28660184518461784,1.0
SZT2,-0.15292351836627294,0.2684333286775537,1.0
SSFA2,-0.43587978675256833,0.2688531485524721,1.0
ALKBH5,-0.19773453250558237,0.27121375849954277,1.0
UACA,-0.5192373884816002,0.2724408563379159,1.0
EFHC1,-0.1249672748986177,0.2730584862580579,1.0
DUSP16,-0.10512752959745697,0.2733349066992792,1.0
BDH2,-0.2564145235519315,0.2740287347772824,1.0
SMARCD1,-0.1269599716226441,0.2741607259854577,1.0
CHP1,-0.2421103471309598,0.2759245152557045,1.0
ADAR,-0.160846417432069,0.27672414508676746,1.0
ICA1L,-0.2905575569969854,0.27695870969786357,1.0
CCPG1,-0.23081586768205176,0.2775859110825452,1.0
CCND1,-0.4398763980647721,0.2874784194243883,1.0
DCAF8,-0.210168076932709,0.2776128288588785,1.0
BRWD3,-0.15415111604912424,0.2796350890897054,1.0
CLASP1,-0.2617473481870365,0.2802888020331449,1.0
RNASEK,-0.2543406481029029,0.28231642622912845,1.0
JAGN1,-0.1380495508903703,0.2825053212323336,1.0
SLC37A4,-0.3280548438544293,0.2830223691506888,1.0
ONECUT2,-1.1312673940528102,0.28313856017484523,1.0
GBA2,-0.2617282774768803,0.2834054884678753,1.0
EEF2K,0.2193017474190615,0.28374734533392454,1.0
PCBP4,-0.24522277560850436,0.2837839211361982,1.0
IFT140,-0.32376640604337226,0.23434842605321232,1.0
IFNGR1,-0.15275391263864257,0.28512128203119436,1.0
WDR44,-0.2643362206879569,0.28542438161723566,1.0
SP1,-0.2702115611786793,0.278049827910927,1.0
RHOC,-0.20742925863016304,0.23433457399341154,1.0
NCSTN,-0.3341371952944594,0.18771834675930285,1.0
DDX59,-0.2958655722130108,0.23391532064319173,1.0
ZNF470,0.1666863256471549,0.1955121445016479,1.0
MTAP,-0.21415779884071817,0.19614055893064958,1.0
RAB8A,-0.18123829697601535,0.19648672363686592,1.0
MED4,-0.11679642897650032,0.19654900517927176,1.0
SAMD12,0.17914855642852823,0.19659238306382942,1.0
CKAP2,-0.17440562371934726,0.197716077224946,1.0
DAB2IP,0.14301846368589288,0.19846915214475058,1.0
VASH2,-0.24065363194175393,0.19850950350968594,1.0
MAPKAPK2,-0.2839603811996656,0.1986271781081719,1.0
CCDC113,0.10973143169364397,0.1986798463944377,1.0
MSN,-0.3041847643181721,0.19888620336938054,1.0
WWC3,-0.1825757575265894,0.20004541433758374,1.0
CRY1,-0.2560046184797944,0.19532423697846188,1.0
LZTR1,0.20653512382180672,0.20014098138096004,1.0
CENPM,0.13659282158895936,0.20180817604018642,1.0
TLE3,-0.2933975816500909,0.20198101670531385,1.0
RIMS2,0.2848859766069667,0.2032721485935327,1.0
CITED4,-0.2545479323072142,0.2040690943872689,1.0
ANTXR1,0.2635654707848438,0.20418580737951508,1.0
DARS,-0.19130711222352675,0.20421584535952433,1.0
SETMAR,0.12442154078336332,0.20437162212625104,1.0
WDR19,0.23952627725087394,0.20444900662238785,1.0
MIS18BP1,0.13729569338318037,0.2044739953558543,1.0
SIGMAR1,0.11134104494006891,0.20467157674034486,1.0
DHX29,-0.16867802155638772,0.20495351831221464,1.0
ZBTB41,-0.2891152275266584,0.20515148378678302,1.0
BARD1,-0.2418109280321008,0.2013909263841818,1.0
CEP44,-0.24871175689666014,0.20567689765431585,1.0
COL6A1,-0.21946006884019575,0.1951300365830808,1.0
XPC,0.12225226264801403,0.19444897369673542,1.0
BTD,0.10509270125375725,0.18557228741195808,1.0
TMEM179B,-0.28638144765183116,0.18562936831103424,1.0
KHDRBS3,-0.31115159335544806,0.18593659809342214,1.0
LMAN1,-0.2088905739731549,0.18653141053771644,1.0
NPTXR,0.14904798865648727,0.1867377740784124,1.0
HINFP,0.1460063250269643,0.18715194903109755,1.0
ZNF117,-0.33824522625904874,0.1875112443460277,1.0
SNX27,-0.21585436642660139,0.30694461914678034,1.0
PCNA,0.14872937068508008,0.18784234120722942,1.0
HPS5,-0.1885274614381367,0.18806565820781715,1.0
MBIP,-0.2585770005699276,0.1881154097799845,1.0
OSGEPL1,0.10794477889266085,0.1883564254379526,1.0
ETNK1,-0.18888827397185803,0.19503270118913435,1.0
ITCH,0.11376821220568645,0.18945266819040985,1.0
NCKAP5L,0.11161396971260285,0.1904203523914214,1.0
TRIM41,-0.2432912814741024,0.19042955737722644,1.0
AKAP17A,-0.16205789365934886,0.19046652837029765,1.0
FLYWCH1,0.12735037156761786,0.1905615356182888,1.0
TMEM250,0.11367871079761116,0.19132207250361888,1.0
NADSYN1,0.11343302394553278,0.19164532198876372,1.0
TOR3A,-0.3751890306794414,0.19169995013271882,1.0
CHIC2,-0.23852307057042177,0.19192244739352882,1.0
PITRM1,0.12211196746191533,0.19205889112222563,1.0
C3orf62,0.16445494121270166,0.1926448811238204,1.0
BCL10,-0.17120036826411034,0.19327068094584432,1.0
PPM1D,0.10963069759316069,0.19335801176841483,1.0
OSBPL11,0.1621248350120439,0.19016316512840925,1.0
CRYL1,0.13876214152695887,0.20568564212317142,1.0
NEDD9,0.20874233838683587,0.20612854059172747,1.0
POP4,-0.24570941771938615,0.206203358842913,1.0
GNS,-0.3230720873606643,0.22270981079444369,1.0
BICD2,-0.25740878143517687,0.22275196464079625,1.0
TAGLN3,-0.1490319979902488,0.22306204723202566,1.0
PRUNE1,0.19853317960999828,0.22376092989033092,1.0
TRMT61B,0.12135254232641923,0.22378974846333577,1.0
ARHGEF10,0.13396222402854097,0.2238572551277751,1.0
RNASEH2C,-0.14597449910265725,0.22445645496006542,1.0
MCUB,-0.2623210844133186,0.22488945275231106,1.0
TENT2,0.1313406430665598,0.22514464564263115,1.0
RNF19B,0.17987748276208793,0.2253800359389626,1.0
LDAH,0.12266362913105144,0.2258680611990438,1.0
NACAD,-0.35726478278678875,0.2259774284704508,1.0
PYCR2,-0.10298069271678667,0.22270898559370306,1.0
ARHGAP1,0.1059594491138296,0.2261569458528434,1.0
SETDB1,-0.24188485602485743,0.22686288211577732,1.0
SUV39H2,-0.28681025393330284,0.22712570875752697,1.0
HSPA5,-0.1202874844171995,0.227658326970559,1.0
TBC1D19,-0.19528585590839898,0.22855571278728745,1.0
DACH2,-0.2094963028244412,0.23067302092059572,1.0
SLC32A1,-0.11255220592553417,0.23116932059283246,1.0
NELFE,-0.14045588972889478,0.23132249774725144,1.0
PDE1A,0.18525730424011477,0.2317649920923779,1.0
MCRIP2,0.1292730285789636,0.23264582342703855,1.0
RILPL1,-0.21616818768947255,0.23305565733878095,1.0
CSTF2T,-0.2257377573542334,0.2335537394201587,1.0
TXNDC15,-0.24816507417868228,0.23368333348069312,1.0
CETN2,-0.13371462651002963,0.2261585952908356,1.0
GLA,-0.2758255225982835,0.22234576451628735,1.0
IGFBP4,-0.30497311999248744,0.22194379255789393,1.0
MXRA7,-0.2563104912962999,0.22133217671121808,1.0
GCC1,0.18449888882002607,0.20638118624587687,1.0
PAN3,-0.36122929940389614,0.20740003434300633,1.0
